item,year,gsdp,state
"Real estate, ownership of dwelling & professional services",2014-15,2660123,Andhra_Pradesh
"Real estate, ownership of dwelling & professional services",2015-16,3085987,Andhra_Pradesh
"Real estate, ownership of dwelling & professional services",2016-17,3499140,Andhra_Pradesh
Public administration,2011-12,1629141,Andhra_Pradesh
Public administration,2012-13,1907083,Andhra_Pradesh
Public administration,2013-14,2164636,Andhra_Pradesh
Public administration,2014-15,2497321,Andhra_Pradesh
Public administration,2015-16,2873690,Andhra_Pradesh
Public administration,2016-17,3221560,Andhra_Pradesh
Other services,2011-12,1791096,Andhra_Pradesh
Other services,2012-13,2145512,Andhra_Pradesh
Other services,2013-14,2359317,Andhra_Pradesh
Other services,2014-15,2747805,Andhra_Pradesh
Other services,2015-16,3200937,Andhra_Pradesh
Other services,2016-17,3511083,Andhra_Pradesh
"Agriculture, forestry and fishing",2011-12,14517809,Andhra_Pradesh
"Agriculture, forestry and fishing",2012-13,15443212,Andhra_Pradesh
"Agriculture, forestry and fishing",2013-14,18586360,Andhra_Pradesh
"Agriculture, forestry and fishing",2014-15,16475655,Andhra_Pradesh
Crops,2011-12,9851618,Andhra_Pradesh
Crops,2012-13,10182217,Andhra_Pradesh
Crops,2013-14,13079162,Andhra_Pradesh
Crops,2014-15,10435121,Andhra_Pradesh
Livestock,2011-12,2855741,Andhra_Pradesh
Livestock,2012-13,3282569,Andhra_Pradesh
Livestock,2013-14,3499939,Andhra_Pradesh
Livestock,2014-15,3972829,Andhra_Pradesh
Forestry and logging,2011-12,1516574,Andhra_Pradesh
Forestry and logging,2012-13,1626793,Andhra_Pradesh
Forestry and logging,2013-14,1622060,Andhra_Pradesh
Forestry and logging,2014-15,1592564,Andhra_Pradesh
Fishing and aquaculture,2011-12,293875,Andhra_Pradesh
Fishing and aquaculture,2012-13,351634,Andhra_Pradesh
Fishing and aquaculture,2013-14,385199,Andhra_Pradesh
Fishing and aquaculture,2014-15,475141,Andhra_Pradesh
Mining and quarrying,2011-12,5649313,Andhra_Pradesh
Mining and quarrying,2012-13,5902340,Andhra_Pradesh
Mining and quarrying,2013-14,5205701,Andhra_Pradesh
Mining and quarrying,2014-15,5282727,Andhra_Pradesh
Manufacturing,2011-12,24603175,Andhra_Pradesh
Manufacturing,2012-13,28203191,Andhra_Pradesh
Manufacturing,2013-14,31267420,Andhra_Pradesh
Manufacturing,2014-15,33660294,Andhra_Pradesh
"Electricity, gas, water supply & other utility services",2011-12,2617289,Andhra_Pradesh
"Electricity, gas, water supply & other utility services",2012-13,2852444,Andhra_Pradesh
"Electricity, gas, water supply & other utility services",2013-14,4028665,Andhra_Pradesh
"Electricity, gas, water supply & other utility services",2014-15,4334702,Andhra_Pradesh
Construction,2011-12,7863028,Andhra_Pradesh
Construction,2012-13,8186890,Andhra_Pradesh
Construction,2013-14,8867104,Andhra_Pradesh
Construction,2014-15,9450211,Andhra_Pradesh
"Trade, repair, hotels and restaurants",2011-12,10560911,Andhra_Pradesh
"Trade, repair, hotels and restaurants",2012-13,12779220,Andhra_Pradesh
"Trade, repair, hotels and restaurants",2013-14,13826084,Andhra_Pradesh
"Trade, repair, hotels and restaurants",2014-15,15839100,Andhra_Pradesh
Trade & repair services,2011-12,9422900,Andhra_Pradesh
Trade & repair services,2012-13,11507640,Andhra_Pradesh
Trade & repair services,2013-14,12433410,Andhra_Pradesh
Trade & repair services,2014-15,14286902,Andhra_Pradesh
Hotels & restaurants,2011-12,1138011,Andhra_Pradesh
Hotels & restaurants,2012-13,1271580,Andhra_Pradesh
Hotels & restaurants,2013-14,1392674,Andhra_Pradesh
Hotels & restaurants,2014-15,1552198,Andhra_Pradesh
"Transport, storage, communication & services related to broadcasting",2011-12,6450024,Andhra_Pradesh
"Transport, storage, communication & services related to broadcasting",2012-13,7485340,Andhra_Pradesh
"Transport, storage, communication & services related to broadcasting",2013-14,8371252,Andhra_Pradesh
"Transport, storage, communication & services related to broadcasting",2014-15,9697246,Andhra_Pradesh
Railways,2011-12,598786,Andhra_Pradesh
Railways,2012-13,649139,Andhra_Pradesh
Railways,2013-14,686231,Andhra_Pradesh
Railways,2014-15,797933,Andhra_Pradesh
Road transport,2011-12,3122427,Andhra_Pradesh
Road transport,2012-13,3589076,Andhra_Pradesh
Road transport,2013-14,4065463,Andhra_Pradesh
Road transport,2014-15,4644123,Andhra_Pradesh
Water transport,2011-12,122650,Andhra_Pradesh
Water transport,2012-13,187220,Andhra_Pradesh
Water transport,2013-14,172703,Andhra_Pradesh
Water transport,2014-15,223626,Andhra_Pradesh
Air transport,2011-12,99047,Andhra_Pradesh
Air transport,2012-13,183101,Andhra_Pradesh
Air transport,2013-14,144304,Andhra_Pradesh
Air transport,2014-15,174188,Andhra_Pradesh
Services incidental to transport,2011-12,825433,Andhra_Pradesh
Services incidental to transport,2012-13,973656,Andhra_Pradesh
Services incidental to transport,2013-14,1040005,Andhra_Pradesh
Services incidental to transport,2014-15,1175023,Andhra_Pradesh
Storage,2011-12,92479,Andhra_Pradesh
Storage,2012-13,101918,Andhra_Pradesh
Storage,2013-14,116229,Andhra_Pradesh
Storage,2014-15,131237,Andhra_Pradesh
Communication & services related to broadcasting,2011-12,1589202,Andhra_Pradesh
Communication & services related to broadcasting,2012-13,1801230,Andhra_Pradesh
Communication & services related to broadcasting,2013-14,2146318,Andhra_Pradesh
Communication & services related to broadcasting,2014-15,2551115,Andhra_Pradesh
Financial services,2011-12,11783628,Andhra_Pradesh
Financial services,2012-13,12909085,Andhra_Pradesh
Financial services,2013-14,14993996,Andhra_Pradesh
Financial services,2014-15,16143324,Andhra_Pradesh
"Real estate, ownership of dwelling & professional services",2011-12,19086971,Andhra_Pradesh
"Real estate, ownership of dwelling & professional services",2012-13,22457025,Andhra_Pradesh
"Real estate, ownership of dwelling & professional services",2013-14,26166722,Andhra_Pradesh
"Real estate, ownership of dwelling & professional services",2014-15,30718051,Andhra_Pradesh
Public administration,2011-12,3906953,Andhra_Pradesh
Public administration,2012-13,4337362,Andhra_Pradesh
Public administration,2013-14,4763853,Andhra_Pradesh
Public administration,2014-15,5426991,Andhra_Pradesh
Other services,2011-12,6662495,Andhra_Pradesh
Other services,2012-13,7831781,Andhra_Pradesh
Other services,2013-14,9199390,Andhra_Pradesh
Other services,2014-15,10806363,Andhra_Pradesh
"Agriculture, forestry and fishing",2011-12,251623,Andhra_Pradesh
"Agriculture, forestry and fishing",2012-13,297165,Andhra_Pradesh
"Agriculture, forestry and fishing",2013-14,349942,Andhra_Pradesh
"Agriculture, forestry and fishing",2014-15,383140,Andhra_Pradesh
Crops,2011-12,137772,Andhra_Pradesh
Crops,2012-13,168583,Andhra_Pradesh
Crops,2013-14,205623,Andhra_Pradesh
Crops,2014-15,226583,Andhra_Pradesh
Livestock,2011-12,52587,Andhra_Pradesh
Livestock,2012-13,58268,Andhra_Pradesh
Livestock,2013-14,67294,Andhra_Pradesh
Livestock,2014-15,75483,Andhra_Pradesh
Forestry and logging,2011-12,42183,Andhra_Pradesh
Forestry and logging,2012-13,43885,Andhra_Pradesh
Forestry and logging,2013-14,43188,Andhra_Pradesh
Forestry and logging,2014-15,45831,Andhra_Pradesh
Fishing and aquaculture,2011-12,19081,Andhra_Pradesh
Fishing and aquaculture,2012-13,26429,Andhra_Pradesh
Fishing and aquaculture,2013-14,33836,Andhra_Pradesh
Fishing and aquaculture,2014-15,35243,Andhra_Pradesh
Mining and quarrying,2011-12,NA,Andhra_Pradesh
Mining and quarrying,2012-13,NA,Andhra_Pradesh
Mining and quarrying,2013-14,NA,Andhra_Pradesh
Mining and quarrying,2014-15,NA,Andhra_Pradesh
Manufacturing,2011-12,40990,Andhra_Pradesh
Manufacturing,2012-13,30594,Andhra_Pradesh
Manufacturing,2013-14,46011,Andhra_Pradesh
Manufacturing,2014-15,49501,Andhra_Pradesh
"Electricity, gas, water supply & other utility services",2011-12,54276,Andhra_Pradesh
"Electricity, gas, water supply & other utility services",2012-13,55506,Andhra_Pradesh
"Electricity, gas, water supply & other utility services",2013-14,48391,Andhra_Pradesh
"Electricity, gas, water supply & other utility services",2014-15,27490,Andhra_Pradesh
Construction,2011-12,100712,Andhra_Pradesh
Construction,2012-13,106164,Andhra_Pradesh
Construction,2013-14,120023,Andhra_Pradesh
Construction,2014-15,143182,Andhra_Pradesh
"Trade, repair, hotels and restaurants",2011-12,156450,Andhra_Pradesh
"Trade, repair, hotels and restaurants",2012-13,140653,Andhra_Pradesh
"Trade, repair, hotels and restaurants",2013-14,217288,Andhra_Pradesh
"Trade, repair, hotels and restaurants",2014-15,262950,Andhra_Pradesh
Trade & repair services,2011-12,149457,Andhra_Pradesh
Trade & repair services,2012-13,132930,Andhra_Pradesh
Trade & repair services,2013-14,208884,Andhra_Pradesh
Trade & repair services,2014-15,253637,Andhra_Pradesh
Hotels & restaurants,2011-12,6993,Andhra_Pradesh
Hotels & restaurants,2012-13,7723,Andhra_Pradesh
Hotels & restaurants,2013-14,8404,Andhra_Pradesh
Hotels & restaurants,2014-15,9313,Andhra_Pradesh
"Transport, storage, communication & services related to broadcasting",2011-12,70408,Andhra_Pradesh
"Transport, storage, communication & services related to broadcasting",2012-13,87255,Andhra_Pradesh
"Transport, storage, communication & services related to broadcasting",2013-14,98126,Andhra_Pradesh
"Transport, storage, communication & services related to broadcasting",2014-15,109726,Andhra_Pradesh
Railways,2011-12,2,Andhra_Pradesh
Railways,2012-13,3,Andhra_Pradesh
Railways,2013-14,5,Andhra_Pradesh
Railways,2014-15,6,Andhra_Pradesh
Road transport,2011-12,43561,Andhra_Pradesh
Road transport,2012-13,53400,Andhra_Pradesh
Road transport,2013-14,56436,Andhra_Pradesh
Road transport,2014-15,58974,Andhra_Pradesh
Water transport,2011-12,NA,Andhra_Pradesh
Water transport,2012-13,NA,Andhra_Pradesh
Water transport,2013-14,NA,Andhra_Pradesh
Water transport,2014-15,NA,Andhra_Pradesh
Air transport,2011-12,1999,Andhra_Pradesh
Air transport,2012-13,3502,Andhra_Pradesh
Air transport,2013-14,2499,Andhra_Pradesh
Air transport,2014-15,6288,Andhra_Pradesh
Services incidental to transport,2011-12,1816,Andhra_Pradesh
Services incidental to transport,2012-13,2226,Andhra_Pradesh
Services incidental to transport,2013-14,2330,Andhra_Pradesh
Services incidental to transport,2014-15,2441,Andhra_Pradesh
Storage,2011-12,0,Andhra_Pradesh
Storage,2012-13,NA,Andhra_Pradesh
Storage,2013-14,NA,Andhra_Pradesh
Storage,2014-15,NA,Andhra_Pradesh
Communication & services related to broadcasting,2011-12,23030,Andhra_Pradesh
Communication & services related to broadcasting,2012-13,28124,Andhra_Pradesh
Communication & services related to broadcasting,2013-14,36856,Andhra_Pradesh
Communication & services related to broadcasting,2014-15,42017,Andhra_Pradesh
Financial services,2011-12,23400,Andhra_Pradesh
Financial services,2012-13,25705,Andhra_Pradesh
Financial services,2013-14,28663,Andhra_Pradesh
Financial services,2014-15,30315,Andhra_Pradesh
"Real estate, ownership of dwelling & professional services",2011-12,134847,Andhra_Pradesh
"Real estate, ownership of dwelling & professional services",2012-13,144304,Andhra_Pradesh
"Real estate, ownership of dwelling & professional services",2013-14,152279,Andhra_Pradesh
"Real estate, ownership of dwelling & professional services",2014-15,159335,Andhra_Pradesh
Public administration,2011-12,231790,Andhra_Pradesh
Public administration,2012-13,243900,Andhra_Pradesh
Public administration,2013-14,252574,Andhra_Pradesh
Public administration,2014-15,297078,Andhra_Pradesh
Other services,2011-12,208417,Andhra_Pradesh
Other services,2012-13,241678,Andhra_Pradesh
Other services,2013-14,272290,Andhra_Pradesh
Other services,2014-15,317930,Andhra_Pradesh
"Agriculture, forestry and fishing",2011-12,282868,Andhra_Pradesh
"Agriculture, forestry and fishing",2012-13,322670,Andhra_Pradesh
"Agriculture, forestry and fishing",2013-14,344514,Andhra_Pradesh
"Agriculture, forestry and fishing",2014-15,366521,Andhra_Pradesh
"Agriculture, forestry and fishing",2015-16,401331,Andhra_Pradesh
"Agriculture, forestry and fishing",2016-17,433602,Andhra_Pradesh
Crops,2011-12,163103,Andhra_Pradesh
Crops,2012-13,198591,Andhra_Pradesh
Crops,2013-14,208494,Andhra_Pradesh
Crops,2014-15,223330,Andhra_Pradesh
Crops,2015-16,245122,Andhra_Pradesh
Crops,2016-17,267849,Andhra_Pradesh
Livestock,2011-12,59593,Andhra_Pradesh
Livestock,2012-13,60863,Andhra_Pradesh
Livestock,2013-14,69345,Andhra_Pradesh
Livestock,2014-15,72442,Andhra_Pradesh
Livestock,2015-16,75531,Andhra_Pradesh
Livestock,2016-17,78611,Andhra_Pradesh
Forestry and logging,2011-12,56090,Andhra_Pradesh
Forestry and logging,2012-13,55730,Andhra_Pradesh
Forestry and logging,2013-14,58137,Andhra_Pradesh
Forestry and logging,2014-15,61166,Andhra_Pradesh
Forestry and logging,2015-16,62680,Andhra_Pradesh
Forestry and logging,2016-17,64881,Andhra_Pradesh
Fishing and aquaculture,2011-12,4082,Andhra_Pradesh
Fishing and aquaculture,2012-13,7486,Andhra_Pradesh
Fishing and aquaculture,2013-14,8538,Andhra_Pradesh
Fishing and aquaculture,2014-15,9583,Andhra_Pradesh
Fishing and aquaculture,2015-16,17998,Andhra_Pradesh
Fishing and aquaculture,2016-17,22261,Andhra_Pradesh
Mining and quarrying,2011-12,139436,Andhra_Pradesh
Mining and quarrying,2012-13,122745,Andhra_Pradesh
Mining and quarrying,2013-14,188716,Andhra_Pradesh
Mining and quarrying,2014-15,84529,Andhra_Pradesh
Mining and quarrying,2015-16,86582,Andhra_Pradesh
Mining and quarrying,2016-17,90932,Andhra_Pradesh
Manufacturing,2011-12,464603,Andhra_Pradesh
Manufacturing,2012-13,493214,Andhra_Pradesh
Manufacturing,2013-14,399384,Andhra_Pradesh
Manufacturing,2014-15,433213,Andhra_Pradesh
Manufacturing,2015-16,484399,Andhra_Pradesh
Manufacturing,2016-17,532284,Andhra_Pradesh
"Electricity, gas, water supply & other utility services",2011-12,45558,Andhra_Pradesh
"Electricity, gas, water supply & other utility services",2012-13,70063,Andhra_Pradesh
"Electricity, gas, water supply & other utility services",2013-14,42870,Andhra_Pradesh
"Electricity, gas, water supply & other utility services",2014-15,54473,Andhra_Pradesh
"Electricity, gas, water supply & other utility services",2015-16,57931,Andhra_Pradesh
"Electricity, gas, water supply & other utility services",2016-17,59784,Andhra_Pradesh
Construction,2011-12,113619,Andhra_Pradesh
Construction,2012-13,103723,Andhra_Pradesh
Construction,2013-14,117094,Andhra_Pradesh
Construction,2014-15,150256,Andhra_Pradesh
Construction,2015-16,162705,Andhra_Pradesh
Construction,2016-17,179073,Andhra_Pradesh
"Trade, repair, hotels and restaurants",2011-12,258058,Andhra_Pradesh
"Trade, repair, hotels and restaurants",2012-13,321598,Andhra_Pradesh
"Trade, repair, hotels and restaurants",2013-14,374564,Andhra_Pradesh
"Trade, repair, hotels and restaurants",2014-15,383974,Andhra_Pradesh
"Trade, repair, hotels and restaurants",2015-16,409337,Andhra_Pradesh
"Trade, repair, hotels and restaurants",2016-17,452787,Andhra_Pradesh
Trade & repair services,2011-12,239040,Andhra_Pradesh
Trade & repair services,2012-13,300758,Andhra_Pradesh
Trade & repair services,2013-14,351794,Andhra_Pradesh
Trade & repair services,2014-15,357727,Andhra_Pradesh
Trade & repair services,2015-16,378937,Andhra_Pradesh
Trade & repair services,2016-17,417559,Andhra_Pradesh
Hotels & restaurants,2011-12,19018,Andhra_Pradesh
Hotels & restaurants,2012-13,20840,Andhra_Pradesh
Hotels & restaurants,2013-14,22770,Andhra_Pradesh
Hotels & restaurants,2014-15,26247,Andhra_Pradesh
Hotels & restaurants,2015-16,30400,Andhra_Pradesh
Hotels & restaurants,2016-17,35228,Andhra_Pradesh
"Transport, storage, communication & services related to broadcasting",2011-12,95615,Andhra_Pradesh
"Transport, storage, communication & services related to broadcasting",2012-13,114541,Andhra_Pradesh
"Transport, storage, communication & services related to broadcasting",2013-14,129657,Andhra_Pradesh
"Transport, storage, communication & services related to broadcasting",2014-15,148189,Andhra_Pradesh
"Transport, storage, communication & services related to broadcasting",2015-16,173458,Andhra_Pradesh
"Transport, storage, communication & services related to broadcasting",2016-17,210783,Andhra_Pradesh
Railways,2011-12,0,Andhra_Pradesh
Railways,2012-13,0,Andhra_Pradesh
Railways,2013-14,0,Andhra_Pradesh
Railways,2014-15,0,Andhra_Pradesh
Railways,2015-16,0,Andhra_Pradesh
Railways,2016-17,0,Andhra_Pradesh
Road transport,2011-12,70235,Andhra_Pradesh
Road transport,2012-13,82990,Andhra_Pradesh
Road transport,2013-14,90559,Andhra_Pradesh
Road transport,2014-15,105783,Andhra_Pradesh
Road transport,2015-16,125359,Andhra_Pradesh
Road transport,2016-17,153641,Andhra_Pradesh
Water transport,2011-12,NA,Andhra_Pradesh
Water transport,2012-13,NA,Andhra_Pradesh
Water transport,2013-14,NA,Andhra_Pradesh
Water transport,2014-15,NA,Andhra_Pradesh
Water transport,2015-16,NA,Andhra_Pradesh
Water transport,2016-17,NA,Andhra_Pradesh
Air transport,2011-12,325,Andhra_Pradesh
Air transport,2012-13,605,Andhra_Pradesh
Air transport,2013-14,525,Andhra_Pradesh
Air transport,2014-15,1443,Andhra_Pradesh
Air transport,2015-16,1717,Andhra_Pradesh
Air transport,2016-17,2112,Andhra_Pradesh
Services incidental to transport,2011-12,NA,Andhra_Pradesh
Services incidental to transport,2012-13,NA,Andhra_Pradesh
Services incidental to transport,2013-14,NA,Andhra_Pradesh
Services incidental to transport,2014-15,NA,Andhra_Pradesh
Services incidental to transport,2015-16,NA,Andhra_Pradesh
Services incidental to transport,2016-17,NA,Andhra_Pradesh
Storage,2011-12,288,Andhra_Pradesh
Storage,2012-13,320,Andhra_Pradesh
Storage,2013-14,364,Andhra_Pradesh
Storage,2014-15,416,Andhra_Pradesh
Storage,2015-16,474,Andhra_Pradesh
Storage,2016-17,539,Andhra_Pradesh
Communication & services related to broadcasting,2011-12,24767,Andhra_Pradesh
Communication & services related to broadcasting,2012-13,30625,Andhra_Pradesh
Communication & services related to broadcasting,2013-14,38209,Andhra_Pradesh
Communication & services related to broadcasting,2014-15,40547,Andhra_Pradesh
Communication & services related to broadcasting,2015-16,45908,Andhra_Pradesh
Communication & services related to broadcasting,2016-17,54491,Andhra_Pradesh
Financial services,2011-12,55825,Andhra_Pradesh
Financial services,2012-13,56562,Andhra_Pradesh
Financial services,2013-14,60604,Andhra_Pradesh
Financial services,2014-15,64091,Andhra_Pradesh
Financial services,2015-16,69815,Andhra_Pradesh
Financial services,2016-17,74891,Andhra_Pradesh
"Real estate, ownership of dwelling & professional services",2011-12,115443,Andhra_Pradesh
"Real estate, ownership of dwelling & professional services",2012-13,127014,Andhra_Pradesh
"Real estate, ownership of dwelling & professional services",2013-14,137835,Andhra_Pradesh
"Real estate, ownership of dwelling & professional services",2014-15,150409,Andhra_Pradesh
"Real estate, ownership of dwelling & professional services",2015-16,161674,Andhra_Pradesh
"Real estate, ownership of dwelling & professional services",2016-17,175724,Andhra_Pradesh
Public administration,2011-12,177913,Andhra_Pradesh
Public administration,2012-13,183125,Andhra_Pradesh
Public administration,2013-14,208108,Andhra_Pradesh
Public administration,2014-15,239782,Andhra_Pradesh
Public administration,2015-16,248077,Andhra_Pradesh
Public administration,2016-17,264438,Andhra_Pradesh
Other services,2011-12,143244,Andhra_Pradesh
Other services,2012-13,158612,Andhra_Pradesh
Other services,2013-14,181083,Andhra_Pradesh
Other services,2014-15,214211,Andhra_Pradesh
Other services,2015-16,246233,Andhra_Pradesh
Other services,2016-17,286068,Andhra_Pradesh
"Agriculture, forestry and fishing",2011-12,149468,Andhra_Pradesh
"Agriculture, forestry and fishing",2012-13,161353,Andhra_Pradesh
"Agriculture, forestry and fishing",2013-14,189886,Andhra_Pradesh
"Agriculture, forestry and fishing",2014-15,217010,Andhra_Pradesh
Crops,2011-12,75876,Andhra_Pradesh
Crops,2012-13,83792,Andhra_Pradesh
Crops,2013-14,101131,Andhra_Pradesh
Crops,2014-15,116609,Andhra_Pradesh
Livestock,2011-12,30336,Andhra_Pradesh
Livestock,2012-13,30843,Andhra_Pradesh
Livestock,2013-14,36832,Andhra_Pradesh
Livestock,2014-15,45590,Andhra_Pradesh
Forestry and logging,2011-12,38403,Andhra_Pradesh
Forestry and logging,2012-13,40972,Andhra_Pradesh
Forestry and logging,2013-14,45742,Andhra_Pradesh
Forestry and logging,2014-15,47763,Andhra_Pradesh
Fishing and aquaculture,2011-12,4853,Andhra_Pradesh
Fishing and aquaculture,2012-13,5746,Andhra_Pradesh
Fishing and aquaculture,2013-14,6181,Andhra_Pradesh
Fishing and aquaculture,2014-15,7048,Andhra_Pradesh
Mining and quarrying,2011-12,5073,Andhra_Pradesh
Mining and quarrying,2012-13,4009,Andhra_Pradesh
Mining and quarrying,2013-14,12491,Andhra_Pradesh
Mining and quarrying,2014-15,8588,Andhra_Pradesh
Manufacturing,2011-12,6578,Andhra_Pradesh
Manufacturing,2012-13,7358,Andhra_Pradesh
Manufacturing,2013-14,8329,Andhra_Pradesh
Manufacturing,2014-15,8479,Andhra_Pradesh
"Electricity, gas, water supply & other utility services",2011-12,51024,Andhra_Pradesh
"Electricity, gas, water supply & other utility services",2012-13,61109,Andhra_Pradesh
"Electricity, gas, water supply & other utility services",2013-14,101365,Andhra_Pradesh
"Electricity, gas, water supply & other utility services",2014-15,128365,Andhra_Pradesh
Construction,2011-12,89328,Andhra_Pradesh
Construction,2012-13,88507,Andhra_Pradesh
Construction,2013-14,113326,Andhra_Pradesh
Construction,2014-15,133228,Andhra_Pradesh
"Trade, repair, hotels and restaurants",2011-12,76482,Andhra_Pradesh
"Trade, repair, hotels and restaurants",2012-13,96173,Andhra_Pradesh
"Trade, repair, hotels and restaurants",2013-14,103080,Andhra_Pradesh
"Trade, repair, hotels and restaurants",2014-15,114315,Andhra_Pradesh
Trade & repair services,2011-12,74230,Andhra_Pradesh
Trade & repair services,2012-13,93698,Andhra_Pradesh
Trade & repair services,2013-14,100399,Andhra_Pradesh
Trade & repair services,2014-15,111324,Andhra_Pradesh
Hotels & restaurants,2011-12,2252,Andhra_Pradesh
Hotels & restaurants,2012-13,2475,Andhra_Pradesh
Hotels & restaurants,2013-14,2681,Andhra_Pradesh
Hotels & restaurants,2014-15,2991,Andhra_Pradesh
"Transport, storage, communication & services related to broadcasting",2011-12,31917,Andhra_Pradesh
"Transport, storage, communication & services related to broadcasting",2012-13,38990,Andhra_Pradesh
"Transport, storage, communication & services related to broadcasting",2013-14,46410,Andhra_Pradesh
"Transport, storage, communication & services related to broadcasting",2014-15,52587,Andhra_Pradesh
Railways,2011-12,30,Andhra_Pradesh
Railways,2012-13,35,Andhra_Pradesh
Railways,2013-14,33,Andhra_Pradesh
Railways,2014-15,32,Andhra_Pradesh
Road transport,2011-12,21376,Andhra_Pradesh
Road transport,2012-13,25853,Andhra_Pradesh
Road transport,2013-14,30356,Andhra_Pradesh
Road transport,2014-15,34684,Andhra_Pradesh
Water transport,2011-12,613,Andhra_Pradesh
Water transport,2012-13,836,Andhra_Pradesh
Water transport,2013-14,580,Andhra_Pradesh
Water transport,2014-15,331,Andhra_Pradesh
Air transport,2011-12,103,Andhra_Pradesh
Air transport,2012-13,191,Andhra_Pradesh
Air transport,2013-14,166,Andhra_Pradesh
Air transport,2014-15,144,Andhra_Pradesh
Services incidental to transport,2011-12,0,Andhra_Pradesh
Services incidental to transport,2012-13,0,Andhra_Pradesh
Services incidental to transport,2013-14,0,Andhra_Pradesh
Services incidental to transport,2014-15,0,Andhra_Pradesh
Storage,2011-12,0,Andhra_Pradesh
Storage,2012-13,0,Andhra_Pradesh
Storage,2013-14,0,Andhra_Pradesh
Storage,2014-15,0,Andhra_Pradesh
Communication & services related to broadcasting,2011-12,9795,Andhra_Pradesh
Communication & services related to broadcasting,2012-13,12075,Andhra_Pradesh
Communication & services related to broadcasting,2013-14,15275,Andhra_Pradesh
Communication & services related to broadcasting,2014-15,17395,Andhra_Pradesh
Financial services,2011-12,20053,Andhra_Pradesh
Financial services,2012-13,19581,Andhra_Pradesh
Financial services,2013-14,21502,Andhra_Pradesh
Financial services,2014-15,23168,Andhra_Pradesh
"Real estate, ownership of dwelling & professional services",2011-12,41471,Andhra_Pradesh
"Real estate, ownership of dwelling & professional services",2012-13,46544,Andhra_Pradesh
"Real estate, ownership of dwelling & professional services",2013-14,51036,Andhra_Pradesh
"Real estate, ownership of dwelling & professional services",2014-15,55068,Andhra_Pradesh
Public administration,2011-12,139286,Andhra_Pradesh
Public administration,2012-13,170816,Andhra_Pradesh
Public administration,2013-14,189585,Andhra_Pradesh
Public administration,2014-15,206259,Andhra_Pradesh
Other services,2011-12,132328,Andhra_Pradesh
Other services,2012-13,156875,Andhra_Pradesh
Other services,2013-14,176398,Andhra_Pradesh
Other services,2014-15,186222,Andhra_Pradesh
"Agriculture, forestry and fishing",2011-12,373363,Andhra_Pradesh
"Agriculture, forestry and fishing",2012-13,450256,Andhra_Pradesh
"Agriculture, forestry and fishing",2013-14,556609,Andhra_Pradesh
"Agriculture, forestry and fishing",2014-15,607897,Andhra_Pradesh
Crops,2011-12,204304,Andhra_Pradesh
Crops,2012-13,257414,Andhra_Pradesh
Crops,2013-14,340577,Andhra_Pradesh
Crops,2014-15,375825,Andhra_Pradesh
Livestock,2011-12,83147,Andhra_Pradesh
Livestock,2012-13,102361,Andhra_Pradesh
Livestock,2013-14,115312,Andhra_Pradesh
Livestock,2014-15,123800,Andhra_Pradesh
Forestry and logging,2011-12,79569,Andhra_Pradesh
Forestry and logging,2012-13,83502,Andhra_Pradesh
Forestry and logging,2013-14,93029,Andhra_Pradesh
Forestry and logging,2014-15,99802,Andhra_Pradesh
Fishing and aquaculture,2011-12,6344,Andhra_Pradesh
Fishing and aquaculture,2012-13,6978,Andhra_Pradesh
Fishing and aquaculture,2013-14,7690,Andhra_Pradesh
Fishing and aquaculture,2014-15,8470,Andhra_Pradesh
Mining and quarrying,2011-12,5660,Andhra_Pradesh
Mining and quarrying,2012-13,6621,Andhra_Pradesh
Mining and quarrying,2013-14,8005,Andhra_Pradesh
Mining and quarrying,2014-15,8280,Andhra_Pradesh
Manufacturing,2011-12,15122,Andhra_Pradesh
Manufacturing,2012-13,19400,Andhra_Pradesh
Manufacturing,2013-14,16831,Andhra_Pradesh
Manufacturing,2014-15,18346,Andhra_Pradesh
"Electricity, gas, water supply & other utility services",2011-12,29524,Andhra_Pradesh
"Electricity, gas, water supply & other utility services",2012-13,33796,Andhra_Pradesh
"Electricity, gas, water supply & other utility services",2013-14,34633,Andhra_Pradesh
"Electricity, gas, water supply & other utility services",2014-15,37944,Andhra_Pradesh
Construction,2011-12,105135,Andhra_Pradesh
Construction,2012-13,113744,Andhra_Pradesh
Construction,2013-14,117862,Andhra_Pradesh
Construction,2014-15,156072,Andhra_Pradesh
"Trade, repair, hotels and restaurants",2011-12,105152,Andhra_Pradesh
"Trade, repair, hotels and restaurants",2012-13,124506,Andhra_Pradesh
"Trade, repair, hotels and restaurants",2013-14,129374,Andhra_Pradesh
"Trade, repair, hotels and restaurants",2014-15,140781,Andhra_Pradesh
Trade & repair services,2011-12,100064,Andhra_Pradesh
Trade & repair services,2012-13,118795,Andhra_Pradesh
Trade & repair services,2013-14,123498,Andhra_Pradesh
Trade & repair services,2014-15,134174,Andhra_Pradesh
Hotels & restaurants,2011-12,5088,Andhra_Pradesh
Hotels & restaurants,2012-13,5711,Andhra_Pradesh
Hotels & restaurants,2013-14,5876,Andhra_Pradesh
Hotels & restaurants,2014-15,6607,Andhra_Pradesh
"Transport, storage, communication & services related to broadcasting",2011-12,57815,Andhra_Pradesh
"Transport, storage, communication & services related to broadcasting",2012-13,63547,Andhra_Pradesh
