item,year,gsdp,state
Mining and quarrying,2014-15,142391,Andhra_Pradesh
Manufacturing,2011-12,72651,Andhra_Pradesh
Manufacturing,2012-13,117529,Andhra_Pradesh
Manufacturing,2013-14,125869,Andhra_Pradesh
Manufacturing,2014-15,228625,Andhra_Pradesh
"Electricity, gas, water supply & other utility services",2011-12,44297,Andhra_Pradesh
"Electricity, gas, water supply & other utility services",2012-13,55855,Andhra_Pradesh
"Electricity, gas, water supply & other utility services",2013-14,55022,Andhra_Pradesh
"Electricity, gas, water supply & other utility services",2014-15,77870,Andhra_Pradesh
Construction,2011-12,148327,Andhra_Pradesh
Construction,2012-13,151630,Andhra_Pradesh
Construction,2013-14,174411,Andhra_Pradesh
Construction,2014-15,177899,Andhra_Pradesh
"Trade, repair, hotels and restaurants",2011-12,226839,Andhra_Pradesh
"Trade, repair, hotels and restaurants",2012-13,265292,Andhra_Pradesh
"Trade, repair, hotels and restaurants",2013-14,333695,Andhra_Pradesh
"Trade, repair, hotels and restaurants",2014-15,390423,Andhra_Pradesh
Trade & repair services,2011-12,226839,Andhra_Pradesh
Trade & repair services,2012-13,265292,Andhra_Pradesh
Trade & repair services,2013-14,333695,Andhra_Pradesh
Trade & repair services,2014-15,390423,Andhra_Pradesh
Hotels & restaurants,2011-12,NA,Andhra_Pradesh
Hotels & restaurants,2012-13,NA,Andhra_Pradesh
Hotels & restaurants,2013-14,NA,Andhra_Pradesh
Hotels & restaurants,2014-15,NA,Andhra_Pradesh
"Transport, storage, communication & services related to broadcasting",2011-12,84316,Andhra_Pradesh
"Transport, storage, communication & services related to broadcasting",2012-13,108895,Andhra_Pradesh
"Transport, storage, communication & services related to broadcasting",2013-14,121265,Andhra_Pradesh
"Transport, storage, communication & services related to broadcasting",2014-15,155956,Andhra_Pradesh
Railways,2011-12,224,Andhra_Pradesh
Railways,2012-13,261,Andhra_Pradesh
Railways,2013-14,261,Andhra_Pradesh
Railways,2014-15,305,Andhra_Pradesh
Road transport,2011-12,NA,Andhra_Pradesh
Road transport,2012-13,NA,Andhra_Pradesh
Road transport,2013-14,NA,Andhra_Pradesh
Road transport,2014-15,NA,Andhra_Pradesh
Water transport,2011-12,NA,Andhra_Pradesh
Water transport,2012-13,NA,Andhra_Pradesh
Water transport,2013-14,NA,Andhra_Pradesh
Water transport,2014-15,NA,Andhra_Pradesh
Air transport,2011-12,NA,Andhra_Pradesh
Air transport,2012-13,NA,Andhra_Pradesh
Air transport,2013-14,NA,Andhra_Pradesh
Air transport,2014-15,NA,Andhra_Pradesh
Services incidental to transport*,2011-12,46677,Andhra_Pradesh
Services incidental to transport*,2012-13,63696,Andhra_Pradesh
Services incidental to transport*,2013-14,65236,Andhra_Pradesh
Services incidental to transport*,2014-15,88721,Andhra_Pradesh
Storage,2011-12,151,Andhra_Pradesh
Storage,2012-13,187,Andhra_Pradesh
Storage,2013-14,205,Andhra_Pradesh
Storage,2014-15,254,Andhra_Pradesh
Communication & services related to broadcasting,2011-12,37264,Andhra_Pradesh
Communication & services related to broadcasting,2012-13,44751,Andhra_Pradesh
Communication & services related to broadcasting,2013-14,55563,Andhra_Pradesh
Communication & services related to broadcasting,2014-15,66676,Andhra_Pradesh
Financial services,2011-12,57103,Andhra_Pradesh
Financial services,2012-13,67963,Andhra_Pradesh
Financial services,2013-14,72348,Andhra_Pradesh
Financial services,2014-15,86094,Andhra_Pradesh
"Real estate, ownership of dwelling & professional services",2011-12,119572,Andhra_Pradesh
"Real estate, ownership of dwelling & professional services",2012-13,135500,Andhra_Pradesh
"Real estate, ownership of dwelling & professional services",2013-14,168765,Andhra_Pradesh
"Real estate, ownership of dwelling & professional services",2014-15,190704,Andhra_Pradesh
Public administration,2011-12,241678,Andhra_Pradesh
Public administration,2012-13,270564,Andhra_Pradesh
Public administration,2013-14,302004,Andhra_Pradesh
Public administration,2014-15,338244,Andhra_Pradesh
Other services,2011-12,255446,Andhra_Pradesh
Other services,2012-13,260210,Andhra_Pradesh
Other services,2013-14,316948,Andhra_Pradesh
Other services,2014-15,323287,Andhra_Pradesh
"Agriculture, forestry and fishing",2011-12,18324305,Andhra_Pradesh
"Agriculture, forestry and fishing",2012-13,21306497,Andhra_Pradesh
"Agriculture, forestry and fishing",2013-14,23813650,Andhra_Pradesh
"Agriculture, forestry and fishing",2014-15,25097754,Andhra_Pradesh
"Agriculture, forestry and fishing",2015-16,28212490,Andhra_Pradesh
Crops,2011-12,12415418,Andhra_Pradesh
Crops,2012-13,14951864,Andhra_Pradesh
Crops,2013-14,16249998,Andhra_Pradesh
Crops,2014-15,16215212,Andhra_Pradesh
Crops,2015-16,18242114,Andhra_Pradesh
Livestock,2011-12,4382274,Andhra_Pradesh
Livestock,2012-13,4687592,Andhra_Pradesh
Livestock,2013-14,5908922,Andhra_Pradesh
Livestock,2014-15,7096876,Andhra_Pradesh
Livestock,2015-16,8233666,Andhra_Pradesh
Forestry and logging,2011-12,1249516,Andhra_Pradesh
Forestry and logging,2012-13,1358583,Andhra_Pradesh
Forestry and logging,2013-14,1312393,Andhra_Pradesh
Forestry and logging,2014-15,1404936,Andhra_Pradesh
Forestry and logging,2015-16,1330196,Andhra_Pradesh
Fishing and aquaculture,2011-12,277097,Andhra_Pradesh
Fishing and aquaculture,2012-13,308458,Andhra_Pradesh
Fishing and aquaculture,2013-14,342337,Andhra_Pradesh
Fishing and aquaculture,2014-15,380730,Andhra_Pradesh
Fishing and aquaculture,2015-16,406514,Andhra_Pradesh
Mining and quarrying,2011-12,653517,Andhra_Pradesh
Mining and quarrying,2012-13,688795,Andhra_Pradesh
Mining and quarrying,2013-14,868920,Andhra_Pradesh
Mining and quarrying,2014-15,901501,Andhra_Pradesh
Mining and quarrying,2015-16,783973,Andhra_Pradesh
Manufacturing,2011-12,8763582,Andhra_Pradesh
Manufacturing,2012-13,9522404,Andhra_Pradesh
Manufacturing,2013-14,11377466,Andhra_Pradesh
Manufacturing,2014-15,12261649,Andhra_Pradesh
Manufacturing,2015-16,13604096,Andhra_Pradesh
"Electricity, gas, water supply & other utility services",2011-12,926846,Andhra_Pradesh
"Electricity, gas, water supply & other utility services",2012-13,1228906,Andhra_Pradesh
"Electricity, gas, water supply & other utility services",2013-14,1663539,Andhra_Pradesh
"Electricity, gas, water supply & other utility services",2014-15,2030625,Andhra_Pradesh
"Electricity, gas, water supply & other utility services",2015-16,2152779,Andhra_Pradesh
Construction,2011-12,8487701,Andhra_Pradesh
Construction,2012-13,9320623,Andhra_Pradesh
Construction,2013-14,10048635,Andhra_Pradesh
Construction,2014-15,11256450,Andhra_Pradesh
Construction,2015-16,12225841,Andhra_Pradesh
"Trade, repair, hotels and restaurants",2011-12,6946589,Andhra_Pradesh
"Trade, repair, hotels and restaurants",2012-13,7472500,Andhra_Pradesh
"Trade, repair, hotels and restaurants",2013-14,8713200,Andhra_Pradesh
"Trade, repair, hotels and restaurants",2014-15,9437243,Andhra_Pradesh
"Trade, repair, hotels and restaurants",2015-16,10603082,Andhra_Pradesh
Trade & repair services,2011-12,6162196,Andhra_Pradesh
Trade & repair services,2012-13,6641138,Andhra_Pradesh
Trade & repair services,2013-14,7723813,Andhra_Pradesh
Trade & repair services,2014-15,8476139,Andhra_Pradesh
Trade & repair services,2015-16,9523247,Andhra_Pradesh
Hotels & restaurants,2011-12,784393,Andhra_Pradesh
Hotels & restaurants,2012-13,831362,Andhra_Pradesh
Hotels & restaurants,2013-14,989387,Andhra_Pradesh
Hotels & restaurants,2014-15,961104,Andhra_Pradesh
Hotels & restaurants,2015-16,1079835,Andhra_Pradesh
"Transport, storage, communication & services related to broadcasting",2011-12,4048142,Andhra_Pradesh
"Transport, storage, communication & services related to broadcasting",2012-13,4919874,Andhra_Pradesh
"Transport, storage, communication & services related to broadcasting",2013-14,6102126,Andhra_Pradesh
"Transport, storage, communication & services related to broadcasting",2014-15,7404509,Andhra_Pradesh
"Transport, storage, communication & services related to broadcasting",2015-16,8079924,Andhra_Pradesh
Railways,2011-12,1066108,Andhra_Pradesh
Railways,2012-13,1227911,Andhra_Pradesh
Railways,2013-14,1398344,Andhra_Pradesh
Railways,2014-15,1618742,Andhra_Pradesh
Railways,2015-16,1534567,Andhra_Pradesh
Road transport,2011-12,1976901,Andhra_Pradesh
Road transport,2012-13,2477770,Andhra_Pradesh
Road transport,2013-14,2885934,Andhra_Pradesh
Road transport,2014-15,3645747,Andhra_Pradesh
Road transport,2015-16,4269516,Andhra_Pradesh
Water transport,2011-12,1496,Andhra_Pradesh
Water transport,2012-13,783,Andhra_Pradesh
Water transport,2013-14,528,Andhra_Pradesh
Water transport,2014-15,681,Andhra_Pradesh
Water transport,2015-16,798,Andhra_Pradesh
Air transport,2011-12,7630,Andhra_Pradesh
Air transport,2012-13,14732,Andhra_Pradesh
Air transport,2013-14,15692,Andhra_Pradesh
Air transport,2014-15,36582,Andhra_Pradesh
Air transport,2015-16,42841,Andhra_Pradesh
Services incidental to transport,2011-12,9842,Andhra_Pradesh
Services incidental to transport,2012-13,12019,Andhra_Pradesh
Services incidental to transport,2013-14,14738,Andhra_Pradesh
Services incidental to transport,2014-15,16323,Andhra_Pradesh
Services incidental to transport,2015-16,19116,Andhra_Pradesh
Storage,2011-12,111006,Andhra_Pradesh
Storage,2012-13,122608,Andhra_Pradesh
Storage,2013-14,137454,Andhra_Pradesh
Storage,2014-15,171696,Andhra_Pradesh
Storage,2015-16,196868,Andhra_Pradesh
Communication & services related to broadcasting,2011-12,875159,Andhra_Pradesh
Communication & services related to broadcasting,2012-13,1064051,Andhra_Pradesh
Communication & services related to broadcasting,2013-14,1649436,Andhra_Pradesh
Communication & services related to broadcasting,2014-15,1914737,Andhra_Pradesh
Communication & services related to broadcasting,2015-16,2016218,Andhra_Pradesh
Financial services,2011-12,2518230,Andhra_Pradesh
Financial services,2012-13,2862582,Andhra_Pradesh
Financial services,2013-14,3133376,Andhra_Pradesh
Financial services,2014-15,3392275,Andhra_Pradesh
Financial services,2015-16,3605988,Andhra_Pradesh
"Real estate, ownership of dwelling & professional services",2011-12,9745417,Andhra_Pradesh
"Real estate, ownership of dwelling & professional services",2012-13,11527819,Andhra_Pradesh
"Real estate, ownership of dwelling & professional services",2013-14,13018473,Andhra_Pradesh
"Real estate, ownership of dwelling & professional services",2014-15,14548185,Andhra_Pradesh
"Real estate, ownership of dwelling & professional services",2015-16,16038848,Andhra_Pradesh
Public administration,2011-12,4234830,Andhra_Pradesh
Public administration,2012-13,5058674,Andhra_Pradesh
Public administration,2013-14,5483464,Andhra_Pradesh
Public administration,2014-15,6152124,Andhra_Pradesh
Public administration,2015-16,6823321,Andhra_Pradesh
Other services,2011-12,3540115,Andhra_Pradesh
Other services,2012-13,3862890,Andhra_Pradesh
Other services,2013-14,4318007,Andhra_Pradesh
Other services,2014-15,5034623,Andhra_Pradesh
Other services,2015-16,5623362,Andhra_Pradesh
"Agriculture, forestry and fishing",2011-12,1330208,Andhra_Pradesh
"Agriculture, forestry and fishing",2012-13,1536643,Andhra_Pradesh
"Agriculture, forestry and fishing",2013-14,1579095,Andhra_Pradesh
"Agriculture, forestry and fishing",2014-15,1601423,Andhra_Pradesh
"Agriculture, forestry and fishing",2015-16,1715039,Andhra_Pradesh
Crops,2011-12,764026,Andhra_Pradesh
Crops,2012-13,901730,Andhra_Pradesh
Crops,2013-14,850163,Andhra_Pradesh
Crops,2014-15,866146,Andhra_Pradesh
Crops,2015-16,893917,Andhra_Pradesh
Livestock,2011-12,287787,Andhra_Pradesh
Livestock,2012-13,313744,Andhra_Pradesh
Livestock,2013-14,351373,Andhra_Pradesh
Livestock,2014-15,391188,Andhra_Pradesh
Livestock,2015-16,447222,Andhra_Pradesh
Forestry and logging,2011-12,274833,Andhra_Pradesh
Forestry and logging,2012-13,317354,Andhra_Pradesh
Forestry and logging,2013-14,373062,Andhra_Pradesh
Forestry and logging,2014-15,339293,Andhra_Pradesh
Forestry and logging,2015-16,368781,Andhra_Pradesh
Fishing and aquaculture,2011-12,3562,Andhra_Pradesh
Fishing and aquaculture,2012-13,3815,Andhra_Pradesh
Fishing and aquaculture,2013-14,4497,Andhra_Pradesh
Fishing and aquaculture,2014-15,4796,Andhra_Pradesh
Fishing and aquaculture,2015-16,5119,Andhra_Pradesh
Mining and quarrying,2011-12,186083,Andhra_Pradesh
Mining and quarrying,2012-13,205726,Andhra_Pradesh
Mining and quarrying,2013-14,354844,Andhra_Pradesh
Mining and quarrying,2014-15,244549,Andhra_Pradesh
Mining and quarrying,2015-16,298187,Andhra_Pradesh
Manufacturing,2011-12,4365135,Andhra_Pradesh
Manufacturing,2012-13,5082899,Andhra_Pradesh
Manufacturing,2013-14,5439264,Andhra_Pradesh
Manufacturing,2014-15,5866252,Andhra_Pradesh
Manufacturing,2015-16,6132562,Andhra_Pradesh
"Electricity, gas, water supply & other utility services",2011-12,398079,Andhra_Pradesh
"Electricity, gas, water supply & other utility services",2012-13,416111,Andhra_Pradesh
"Electricity, gas, water supply & other utility services",2013-14,375058,Andhra_Pradesh
"Electricity, gas, water supply & other utility services",2014-15,433880,Andhra_Pradesh
"Electricity, gas, water supply & other utility services",2015-16,541284,Andhra_Pradesh
Construction,2011-12,883766,Andhra_Pradesh
Construction,2012-13,936950,Andhra_Pradesh
Construction,2013-14,1243051,Andhra_Pradesh
Construction,2014-15,1342733,Andhra_Pradesh
Construction,2015-16,1833004,Andhra_Pradesh
"Trade, repair, hotels and restaurants",2011-12,1192897,Andhra_Pradesh
"Trade, repair, hotels and restaurants",2012-13,1408869,Andhra_Pradesh
"Trade, repair, hotels and restaurants",2013-14,1614577,Andhra_Pradesh
"Trade, repair, hotels and restaurants",2014-15,1743106,Andhra_Pradesh
"Trade, repair, hotels and restaurants",2015-16,1991602,Andhra_Pradesh
Trade & repair services,2011-12,1013998,Andhra_Pradesh
Trade & repair services,2012-13,1218822,Andhra_Pradesh
Trade & repair services,2013-14,1426694,Andhra_Pradesh
Trade & repair services,2014-15,1534073,Andhra_Pradesh
Trade & repair services,2015-16,1768221,Andhra_Pradesh
Hotels & restaurants,2011-12,178899,Andhra_Pradesh
Hotels & restaurants,2012-13,190047,Andhra_Pradesh
Hotels & restaurants,2013-14,187883,Andhra_Pradesh
Hotels & restaurants,2014-15,209033,Andhra_Pradesh
Hotels & restaurants,2015-16,223381,Andhra_Pradesh
"Transport, storage, communication & services related to broadcasting",2011-12,703706,Andhra_Pradesh
"Transport, storage, communication & services related to broadcasting",2012-13,825647,Andhra_Pradesh
"Transport, storage, communication & services related to broadcasting",2013-14,951652,Andhra_Pradesh
"Transport, storage, communication & services related to broadcasting",2014-15,1066693,Andhra_Pradesh
"Transport, storage, communication & services related to broadcasting",2015-16,1224232,Andhra_Pradesh
Railways,2011-12,14140,Andhra_Pradesh
Railways,2012-13,16514,Andhra_Pradesh
Railways,2013-14,17214,Andhra_Pradesh
Railways,2014-15,21295,Andhra_Pradesh
Railways,2015-16,24470,Andhra_Pradesh
Road transport*,2011-12,218487,Andhra_Pradesh
Road transport*,2012-13,259840,Andhra_Pradesh
Road transport*,2013-14,287156,Andhra_Pradesh
Road transport*,2014-15,307147,Andhra_Pradesh
Road transport*,2015-16,339240,Andhra_Pradesh
Water transport,2011-12,NA,Andhra_Pradesh
Water transport,2012-13,NA,Andhra_Pradesh
Water transport,2013-14,NA,Andhra_Pradesh
Water transport,2014-15,NA,Andhra_Pradesh
Water transport,2015-16,NA,Andhra_Pradesh
Air transport,2011-12,652,Andhra_Pradesh
Air transport,2012-13,1229,Andhra_Pradesh
Air transport,2013-14,2158,Andhra_Pradesh
Air transport,2014-15,3889,Andhra_Pradesh
Air transport,2015-16,7053,Andhra_Pradesh
Services incidental to transport,2011-12,NA,Andhra_Pradesh
Services incidental to transport,2012-13,NA,Andhra_Pradesh
Services incidental to transport,2013-14,NA,Andhra_Pradesh
Services incidental to transport,2014-15,-76,Andhra_Pradesh
Services incidental to transport,2015-16,NA,Andhra_Pradesh
Storage,2011-12,579,Andhra_Pradesh
Storage,2012-13,678,Andhra_Pradesh
Storage,2013-14,735,Andhra_Pradesh
Storage,2014-15,660,Andhra_Pradesh
Storage,2015-16,699,Andhra_Pradesh
Communication & services related to broadcasting,2011-12,469848,Andhra_Pradesh
Communication & services related to broadcasting,2012-13,547386,Andhra_Pradesh
Communication & services related to broadcasting,2013-14,644389,Andhra_Pradesh
Communication & services related to broadcasting,2014-15,733778,Andhra_Pradesh
Communication & services related to broadcasting,2015-16,852770,Andhra_Pradesh
Financial services,2011-12,293318,Andhra_Pradesh
Financial services,2012-13,320421,Andhra_Pradesh
Financial services,2013-14,357514,Andhra_Pradesh
Financial services,2014-15,385030,Andhra_Pradesh
Financial services,2015-16,421624,Andhra_Pradesh
"Real estate, ownership of dwelling & professional services",2011-12,588825,Andhra_Pradesh
"Real estate, ownership of dwelling & professional services",2012-13,671182,Andhra_Pradesh
"Real estate, ownership of dwelling & professional services",2013-14,739177,Andhra_Pradesh
"Real estate, ownership of dwelling & professional services",2014-15,831307,Andhra_Pradesh
"Real estate, ownership of dwelling & professional services",2015-16,935310,Andhra_Pradesh
Public administration,2011-12,412001,Andhra_Pradesh
Public administration,2012-13,323723,Andhra_Pradesh
Public administration,2013-14,483887,Andhra_Pradesh
Public administration,2014-15,579409,Andhra_Pradesh
Public administration,2015-16,711920,Andhra_Pradesh
Other services,2011-12,498856,Andhra_Pradesh
Other services,2012-13,668947,Andhra_Pradesh
Other services,2013-14,827478,Andhra_Pradesh
Other services,2014-15,982430,Andhra_Pradesh
Other services,2015-16,1255262,Andhra_Pradesh
